epoch,train_loss_all,train_acc_all,val_loss_all,val_acc_all
0,2.990414172345752,0.054294310722100655,2.9888622960047937,0.04552238805970149
1,2.984024439129318,0.05894420131291028,2.9870656212764,0.04552238805970149
2,2.98032009314656,0.05559354485776805,2.982620099053454,0.06194029850746269
3,2.9761677623055958,0.05702954048140044,2.978074919287838,0.05298507462686567
4,2.9705163383901247,0.05614059080962801,2.9731911353210903,0.05970149253731343
5,2.963164088501711,0.05894420131291028,2.9671826504949315,0.05895522388059701
6,2.956461764529706,0.06304704595185996,2.9590113789287966,0.06791044776119402
7,2.9448918889335784,0.06803884026258206,2.9530288048644566,0.06417910447761194
8,2.9353789594554276,0.06865426695842451,2.9434705741369904,0.06119402985074627
9,2.927369104172521,0.0700218818380744,2.9420595973285275,0.06865671641791045
10,2.921799343054874,0.07597100656455143,2.938608823605438,0.07164179104477612
11,2.91381909915081,0.07665481400437636,2.9344663470538697,0.07611940298507462
12,2.9073416571126725,0.07781728665207878,2.9303958814535567,0.07611940298507462
13,2.9071703833615494,0.08041575492341356,2.9332670503587863,0.07388059701492537
14,2.90333950128284,0.07802242888402626,2.9254996420732184,0.06716417910447761
15,2.901329511104058,0.08103118161925602,2.928294866476486,0.06716417910447761
16,2.8996188510168563,0.0812363238512035,2.9297333980674174,0.07686567164179105
17,2.898037860377873,0.08109956236323851,2.930831431630832,0.07462686567164178
18,2.8985375387663392,0.08212527352297593,2.9270199021296714,0.07686567164179105
19,2.8973682631027255,0.08445021881838075,2.9265358561900126,0.07462686567164178
20,2.8757018416924343,0.09060448577680526,2.8142034729914878,0.09776119402985074
21,2.685141299955172,0.12424781181619256,2.579171238372575,0.14253731343283582
22,2.51106902128758,0.1496854485776805,2.5140318664152232,0.15522388059701492
23,2.439014669059403,0.16944748358862144,2.472306909845836,0.16119402985074627
24,2.3191247810680964,0.1985776805251641,2.3572880161342336,0.1917910447761194
25,2.2187980567339474,0.2173140043763676,2.192319365401766,0.2253731343283582
26,2.087432964103749,0.25075218818380746,2.0838403979344156,0.2626865671641791
27,1.9642701169854964,0.28179704595185995,1.9793502099478422,0.2880597014925373
28,1.8699412854547313,0.29478938730853393,1.8980295900088637,0.30671641791044774
29,1.7678053420795132,0.3291849015317287,1.853932131226383,0.332089552238806
30,1.6863731445838377,0.35633205689277897,1.7801873641227608,0.3417910447761194
31,1.6050806196826293,0.3833424507658643,1.6775454154655114,0.37910447761194027
32,1.5150864619916586,0.4219775711159737,1.6362451802438764,0.3940298507462687
33,1.4306321016286603,0.45329595185995625,1.5273419985130652,0.45746268656716416
34,1.338910442734182,0.4937089715536105,1.4660333619188906,0.4761194029850746
35,1.2594878082724055,0.5224972647702407,1.4113642347392752,0.5029850746268657
36,1.1872446555277452,0.5519009846827133,1.322893673270496,0.5582089552238806
37,1.1159420606865664,0.5840399343544858,1.2966961408728983,0.5761194029850746
38,1.0351893056664998,0.6196663019693655,1.2403853035684842,0.5970149253731343
39,0.9635348210449552,0.6494803063457331,1.1870490547436388,0.6291044776119403
40,0.8925044030538012,0.6862691466083151,1.1314407106655746,0.6604477611940298
41,0.8568026513448168,0.7001504376367614,1.1098106622695922,0.6529850746268657
42,0.7534393459493274,0.7442560175054704,1.0052556525415448,0.7149253731343284
43,0.6771408472071592,0.7754376367614879,0.9590133599380949,0.7365671641791045
44,0.6282274884781117,0.8001230853391685,0.9860548147514685,0.7261194029850746
45,0.5681918046928339,0.8209108315098468,0.8877780722148383,0.7694029850746269
46,0.5205667041714916,0.8393736323851203,0.8966062759285542,0.7619402985074627
47,0.46290108939750974,0.8594775711159738,0.8563143758631464,0.7835820895522388
48,0.40354426541004973,0.8796498905908097,0.8619775110216283,0.7902985074626866
49,0.3900800675349371,0.8855990153172867,0.8503581082642968,0.7902985074626866
50,0.34601750862285396,0.9004376367614879,0.8367564728010947,0.8067164179104478
51,0.32220646807479647,0.905839715536105,0.7921372671625507,0.8164179104477612
52,0.30840079424417777,0.9096690371991247,0.7766523459954048,0.8216417910447761
53,0.2897743416106414,0.9190371991247265,0.7589546794322,0.8343283582089552
54,0.24847892451729764,0.9303884026258206,0.7617817086959953,0.8350746268656717
55,0.23615687309521816,0.9355169584245077,0.7913435665529166,0.8350746268656717
56,0.2442648283794881,0.931003829321663,0.7558651691052451,0.8388059701492537
57,0.22994832423896705,0.9349015317286652,0.8353858296550921,0.8223880597014925
58,0.2128007054915835,0.9409874179431073,0.7478342848037606,0.8477611940298507
59,0.18863303993606462,0.9480990153172867,0.7053055798829492,0.8574626865671642
60,0.16192533237211554,0.9574671772428884,0.7490673816026147,0.8582089552238806
61,0.17099857604216695,0.9521334792122538,0.7729002297814213,0.8544776119402985
62,0.17290903702052207,0.9530224288840262,0.7618008818199385,0.8559701492537314
63,0.17324799005781796,0.9520650984682714,0.7375415490634406,0.858955223880597
64,0.16278285938325282,0.9548003282275711,0.784354540839124,0.8455223880597015
65,0.18053629650394035,0.9496033916849015,0.7284978775835749,0.8679104477611941
66,0.15977992516834313,0.9582193654266958,0.7283507905789276,0.8634328358208955
67,0.12174212669289347,0.9684080962800875,0.737564996285225,0.8813432835820896
68,0.10634070584301876,0.9732631291028446,0.7448390122669847,0.8723880597014926
69,0.12140147257963077,0.9673823851203501,0.7557106687061822,0.8656716417910447
70,0.12430672559895323,0.9668353391684902,0.7885927890663716,0.8641791044776119
71,0.11425317659224149,0.9701859956236324,0.7787771402899899,0.8686567164179104
72,0.1114600780063372,0.9704595185995624,0.7715971904014474,0.8753731343283582
73,0.11103600957094645,0.9710065645514223,0.7707037887466488,0.8671641791044776
74,0.12962416309610628,0.9636214442013129,0.7574110559563139,0.8649253731343284
75,0.10894779630690096,0.9718271334792122,0.7606582383611309,0.8768656716417911
76,0.08815814508634662,0.9768189277899344,0.7286616334274634,0.8791044776119403
77,0.08648619362452685,0.9770240700218819,0.7563952881008832,0.8694029850746269
78,0.118088502850571,0.96847647702407,0.7808127479766732,0.8574626865671642
79,0.10439002792263317,0.9717587527352297,0.768639437609644,0.8723880597014926
80,0.09722539793325005,0.9744939824945296,0.7780544291681318,0.8694029850746269
81,0.12154556518212711,0.9662882932166302,0.7843592487164398,0.8708955223880597
82,0.09473973708695994,0.975246170678337,0.7976228247827558,0.8731343283582089
83,0.09184425219045687,0.9763402625820569,0.7804274998494048,0.8835820895522388
84,0.07981920818221516,0.9798276805251641,0.7478246019847358,0.8783582089552239
85,0.062336917377649695,0.9836570021881839,0.7578454318331249,0.8835820895522388
86,0.07517624014470914,0.980648249452954,0.7687708192796849,0.8768656716417911
87,0.08247544648048327,0.9781865426695843,0.7831246327998033,0.8873134328358209
88,0.06935031540463607,0.9820158643326039,0.7946197072071816,0.8761194029850746
89,0.07243655498508421,0.981195295404814,0.8116767244552499,0.8776119402985074
90,0.07628628193182745,0.9785968271334792,0.7725517689292111,0.8843283582089553
91,0.07115862394032971,0.980921772428884,0.7513029747934484,0.8865671641791045
92,0.06671674703237655,0.9823577680525164,0.7886919299168373,0.8843283582089553
93,0.06610420831077665,0.9830415754923414,0.7769082799776277,0.8850746268656716
94,0.07398101089306225,0.9785968271334792,0.7759106728568006,0.8850746268656716
95,0.07284674313758994,0.9808533916849015,0.7607671287522387,0.8850746268656716
96,0.05116073342541506,0.9866657549234136,0.7875993129032761,0.8902985074626866
97,0.07807696527644535,0.9777078774617067,0.7714424948194134,0.8776119402985074
98,0.07969186278936377,0.9779130196936543,0.7520424273476671,0.8888059701492538
99,0.05995451347877962,0.9839989059080962,0.7766509826503583,0.8895522388059701
